Rule,Antecedent Support,Consequent Support,Support,Confidence,Lift,Conviction
"{S,a} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,_} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,_} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {a,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {a,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {e,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,a} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,S} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {e,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,a,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {m,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {e,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,S} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {e,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,a} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,m,a} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,a} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {S,m,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,e} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e,_} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,_} --- > {a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,_} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,a,e} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e,_} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,_} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {a,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {S,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {i,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {i,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {i,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {i,S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,_} --- > {a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,_} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,e} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,_} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {a,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {a,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {a,i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,m,e} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e,_} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,_} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,_} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {a,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {a,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {a,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,_} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,_} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,m,e} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e,_} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,S} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S} --- > {a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,e} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {a,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {a,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {a,i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S,_,a} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,m,e} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e,_} --- > {a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S,_} --- > {a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,S} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,i,m,_} --- > {S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S,_} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,m,e} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,e,_} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S,_} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,e} --- > {a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,S} --- > {a,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,m,_} --- > {S,a,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,e} --- > {a,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e,_} --- > {a,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S,_} --- > {a,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,S} --- > {m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,a,_} --- > {S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,m,e} --- > {i,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e,_} --- > {i,a,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,e} --- > {i,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,S} --- > {i,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,m,_} --- > {i,S,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,a,e} --- > {i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e,_} --- > {i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S,_} --- > {i,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {a,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {a,m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {a,S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {i,a,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,e} --- > {a,i,m,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {a,i,m,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,e} --- > {i,m,S,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,S} --- > {i,m,e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {i,S,m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {i,m,S,_,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
{c} --- > {e},0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
{e} --- > {c},0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {c,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,a} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {e,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {c,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {i,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {c,i}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,S} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,S} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {e,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {c,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,m} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{m,e} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {m,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {c,m}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,_} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{S,a} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {S,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,S} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {i,S}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,a,_} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,a} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,e} --- > {a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,_} --- > {e,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,a} --- > {c,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{a,_} --- > {c,e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e,_} --- > {c,a}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c} --- > {e,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{e} --- > {c,a,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i,_} --- > {e}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{i,e,_} --- > {c}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,i} --- > {e,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
"{c,e} --- > {i,_}",0.005797101449275362,0.005797101449275362,0.005797101449275362,1.0,172.5,inf
